species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Chelonia mydas,13,6,4,2,"DIRS,HAT,LINE,PIFHARBINGER,PLE,TC1MARINER","DIRS,LINE,PLE,TIR","CLASSI,CLASSII",2255,6332,4838.2307692307695,5031,53.321295910545686,54.23970648185895,GCF_015237465.2,rCheMyd1.pri.v2,44.0,39415510,refseq,animal,874,715
Neomonachus schauinslandi,13,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",167,8555,1252.8461538461538,213,48.410287210831,51.93370165745856,GCF_002201575.2,ASM220157v2,41.5,181061,refseq,animal,3376,2762
Leptonychotes weddellii,13,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",209,5951,2129.4615384615386,657,44.87489638837357,43.79930577469233,GCF_000349705.1,LepWed1.0,41.5,23664,refseq,animal,1986,1625
Erythrocebus patas,13,2,2,1,"ERV,L1","LINE,LTR",CLASSI,452,7045,1847.076923076923,1213,49.80072067768681,48.39181286549707,GCA_023783455.1,ASM2378345v1,41.0,18747272,refseq,animal,2290,1874
Hericium coralloides,13,3,2,2,"COPIA,GYPSY,HELITRON","HELITRON,LTR","CLASSI,CLASSII",1359,8912,6508.384615384615,7082,50.794590720461514,53.172588832487314,GCA_964264465.1,gfHerCora1.1,54.0,470893,refseq,hongo,650,531
Cladochytrium replicatum,13,4,3,2,"COPIA,GYPSY,HAT,I","LINE,LTR,TIR","CLASSI,CLASSII",1228,9353,6037.076923076923,5977,45.68531789342019,45.36952136438658,GCA_025526935.1,Clarep1_1,48.0,394289,refseq,hongo,700,573
Osmia lignaria,13,2,2,2,"GYPSY,KOLOBOK","LTR,TIR","CLASSI,CLASSII",4874,14032,7903.2307692307695,7677,43.59475687371196,42.69547325102881,GCF_051020975.1,iyOsmLign1,39.0,14210529,refseq,animal,535,437
Denticeps clupeoides,13,1,1,1,GYPSY,LTR,CLASSI,4623,8298,6867.076923076923,6631,47.24299397570302,45.49599507085644,GCF_900700375.1,fDenClu1.1,43.5,3059612,refseq,animal,616,504
Sarcoptes scabiei,13,3,2,1,"COPIA,GYPSY,R1","LINE,LTR",CLASSI,3862,16481,5835.846153846154,5311,34.4292293164474,34.07852714634604,GCA_020844145.1,ASM2084414v1,33.0,5924017,refseq,animal,724,593
Vicugna pacos,13,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",125,2416,641.0,589,48.042783884280624,48.38709677419355,GCF_048564905.1,VicPac4,42.0,40278543,refseq,animal,6600,5400
Floccularia luteovirens,12,3,2,2,"COPIA,GYPSY,HELITRON","HELITRON,LTR","CLASSI,CLASSII",4778,10250,6511.166666666667,6398,44.683667218204356,44.625,GCA_052855235.1,ASM5285523v1,43.5,2344500,refseq,hongo,703,575
Dipodomys stephensi,12,3,3,1,"ERV,L1,SINE","LINE,LTR,SINE",CLASSI,195,2746,705.5833333333334,505,50.234419645995,53.26732673267327,GCA_004024685.1,DipSte_v1_BIUU,42.0,30710,refseq,animal,6495,5314
Colletotrichum gloeosporioides,12,3,2,2,"COPIA,GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",5185,7948,7210.833333333333,7657,26.07086862974488,23.63773965691221,GCF_011800055.1,NFU_CgLc1_1.0,51.0,429093,refseq,hongo,635,520
Peziza echinospora,12,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5861,9267,7458.083333333333,7443,49.42413343946032,50.421784815746626,GCA_024516245.1,Pezech1,47.5,1192069,refseq,hongo,614,502
Basidiobolus meristosporus,12,5,2,1,"COPIA,CR1,GYPSY,I,LINE","LINE,LTR",CLASSI,3962,7499,5571.083333333333,5902,43.05044040350163,43.89020482095583,GCA_002104905.1,Basme2finSC,43.0,106019,refseq,hongo,822,673
Strongyloides papillosus,12,5,4,2,"GYPSY,HELITRON,LARD,RTE,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",1277,9204,4854.416666666667,5228,32.52713818269038,32.7007299270073,GCA_005656395.1,S_papillosus_v1,26.0,1445102,refseq,animal,944,772
Sphaerosporella brunnea,12,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5529,8816,6656.916666666667,6145,52.51713193260047,53.78775097013666,GCA_008704415.1,Sphbr2,52.5,119241,refseq,hongo,688,563
Pangasianodon hypophthalmus,12,3,2,1,"BELPAO,DIRS,GYPSY","DIRS,LTR",CLASSI,4626,8834,6515.416666666667,6433,49.01716015946107,47.87333489132975,GCF_027358585.1,fPanHyp1.pri,39.0,13007371,refseq,animal,703,575
Caenorhabditis brenneri,12,3,1,1,"CR1,LINE,RTE",LINE,CLASSI,779,5804,3156.0,3425,41.32731636986849,39.970802919708035,GCA_964036135.1,CAEBRE_CFB2252,38.5,20836669,refseq,animal,1452,1188
Botrytis squamosa,12,4,2,2,"COPIA,GYPSY,LARD,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1327,10769,6232.333333333333,6491,39.88680190766959,42.329329481526536,GCA_014898485.2,BOTSQU_2,37.5,3203072,refseq,hongo,735,601
Linnemannia elongata,12,4,4,2,"DIRS,HELITRON,L1,TC1MARINER","DIRS,HELITRON,LINE,TIR","CLASSI,CLASSII",722,5085,3088.3333333333335,3502,47.60182514214063,48.13032210292484,GCA_036320915.1,MoeNVP64_1,48.0,2739884,refseq,hongo,1484,1214
Nicotiana tabacum,12,6,3,2,"COPIA,ERV,GYPSY,HAT,SINE,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",136,7981,3386.0,4100,40.130212557646075,41.338582677165356,GCF_000715075.1,ASM71507v2,39.0,11819318,refseq,planta,1353,1107
Tupaia tana,12,3,3,2,"ERV,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",129,1134,590.75,621,50.20282736540846,51.73913043478261,GCA_026018925.1,mTupTan1,42.0,7301848,refseq,animal,7758,6347
Saguinus imperator,12,3,3,1,"ALU,ERV,L1","LINE,LTR,SINE",CLASSI,117,2745,1159.75,665,46.99616496952826,48.451730418943534,GCA_004024885.1,SagImp_v1_BIUU,41.0,53787,refseq,animal,3952,3233
Trichaptum fuscoviolaceum,12,4,2,2,"BELPAO,COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1382,10970,6820.083333333333,6590,50.89429324176471,50.27678924476078,GCA_910574455.1,TF100210M3,49.0,2702940,refseq,hongo,672,549
Monodon monoceros,12,4,3,2,"ERV,HAT,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",121,2419,615.4166666666666,491,54.07047184770996,56.70103092783505,GCA_005190385.3,NGI_Narwhal_2,41.5,22031227,refseq,animal,7447,6093
Trichostrongylus colubriformis,12,2,2,2,"BELPAO,TC1MARINER","LTR,TIR","CLASSI,CLASSII",893,13048,8875.416666666666,8932,47.11300048667702,46.88665385919313,GCA_963978905.1,nxTriColu2.1,44.0,1511274,refseq,animal,516,422
Thunnus orientalis,12,1,1,1,GYPSY,LTR,CLASSI,5458,9065,6919.166666666667,7350,49.399510383473874,46.60584505953301,GCA_021601225.2,Tori_3.1,39.5,5152937,refseq,animal,662,541
Histoplasma capsulatum,11,3,2,2,"GYPSY,PIGGYBAC,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1475,7522,2496.818181818182,1975,44.96567834320753,44.303797468354425,GCF_000150115.1,ASM15011v1,44.5,191715,refseq,hongo,2002,1638
Cyclopterus lumpus,11,1,1,1,GYPSY,LTR,CLASSI,5237,8502,6199.727272727273,5549,53.17446871069716,54.15314111132328,GCF_009769545.1,fCycLum1.pri,43.0,4950682,refseq,animal,806,659
Ursus maritimus,11,4,4,2,"ERV,L1,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",198,3824,876.1818181818181,468,48.4268534429259,49.49832775919732,GCF_017311325.1,ASM1731132v1,42.0,206653,refseq,animal,5706,4669
Sitodiplosis mosellana,11,3,1,1,"CACTA,HAT,TIR",TIR,CLASSII,2062,4514,3540.2727272727275,3867,41.44241030218533,40.93883357041252,GCF_009176505.1,AAFC_SMos_1.0,36.5,62752,refseq,animal,1412,1155
Semnopithecus entellus,11,1,1,1,ERV,LTR,CLASSI,454,7862,2029.6363636363637,780,52.29607227904318,52.307692307692314,GCA_047655295.1,SemEnt,41.0,20050106,refseq,animal,2463,2015
Neoantrodia serialis,11,4,3,2,"COPIA,GYPSY,HELITRON,RTE","HELITRON,LINE,LTR","CLASSI,CLASSII",2161,12122,7098.909090909091,5900,56.663688286372185,54.93292579385295,GCF_022376445.1,Antser1,56.0,192221,refseq,hongo,704,576
Camelus bactrianus,11,3,3,1,"ERV,L1,TRNA","LINE,LTR,SINE",CLASSI,128,2740,722.5454545454545,584,46.38644951272682,48.11643835616438,GCF_048773025.1,ASM4877302v1,42.0,54723239,refseq,animal,6919,5661
Acanthopagrus latus,11,3,2,1,"BELPAO,DIRS,GYPSY","DIRS,LTR",CLASSI,5270,9336,6830.0,6550,48.52464030437007,48.06106870229008,GCF_904848185.1,fAcaLat1.1,42.0,14880455,refseq,animal,732,598
Tinamus guttatus,11,3,2,1,"CR1,RTE,SINE","LINE,SINE",CLASSI,208,4065,2293.4545454545455,2878,51.26984123200377,52.32472324723248,GCF_000705375.1,ASM70537v2,41.5,29773,refseq,animal,2180,1783
Penicillium solitum,11,3,2,2,"COPIA,GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",3963,8563,6253.0,6008,34.78583078464621,35.868841544607186,GCF_028829755.1,ASM2882975v1,48.0,4764641,refseq,hongo,799,654
Ophiognomonia clavigignentijuglandacearum,11,3,1,1,"COPIA,GYPSY,LARD",LTR,CLASSI,7081,12766,7923.181818181818,7513,34.38958549271226,35.14197357323587,N/A,N/A,,,failed,desconocido,631,516
Petromus typicus,11,5,4,2,"ERV,L1,LTR,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",195,953,427.6363636363636,365,49.10179945564325,49.39172749391727,GCA_004026965.1,PetTyp_v1_BIUU,42.0,29916,refseq,animal,11692,9566
Manihot esculenta,11,2,2,1,"L1,TRNA","LINE,SINE",CLASSI,94,5957,2509.181818181818,1949,42.492198292454994,43.61702127659575,GCF_001659605.2,M.esculenta_v8,37.5,3258867,refseq,planta,1992,1630
Alternaria brassicicola,11,3,2,2,"COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",2098,13790,6977.545454545455,6656,38.597757839007436,35.60711793440335,GCA_002796735.1,ASM279673v1,51.0,2101997,refseq,hongo,716,586
Tetranychus urticae,11,5,3,2,"COPIA,GYPSY,LINE,PIFHARBINGER,R1","LINE,LTR,TIR","CLASSI,CLASSII",3357,11023,6373.181818181818,5601,37.11311742169519,34.605714285714285,GCF_000239435.1,ASM23943v1,32.5,212780,refseq,animal,784,641
Pomacea canaliculata,11,1,1,1,GYPSY,LTR,CLASSI,1629,8053,5986.727272727273,6372,47.722584156898755,46.74160141449861,GCF_003073045.1,ASM307304v1,40.5,1072857,refseq,animal,835,683
Morchella crassipes,10,3,2,2,"CACTA,COPIA,GYPSY","LTR,TIR","CLASSI,CLASSII",5231,9360,6510.0,6102,48.877010858008816,49.8603537704482,GCA_009192285.1,ASM919228v1,47.5,1330510,refseq,hongo,844,691
Pinctada fucata,10,3,2,2,"CR1,L1,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1380,5291,3644.9,4200,33.80451236272697,36.88598467778279,GCA_028142955.1,Pfu_4.1A,35.5,2496427,refseq,animal,1508,1234
Halicephalobus mephisto,10,3,3,2,"HELITRON,RTE,TC1MARINER","HELITRON,LINE,TIR","CLASSI,CLASSII",1282,2476,1654.1,1587,39.019435419108966,40.804953560371516,GCA_009193035.1,mephisto_omega,32.0,300874,refseq,animal,3325,2720
Phanerodontia chrysosporium,10,4,3,2,"COPIA,GYPSY,PLE,TIR","LTR,PLE,TIR","CLASSI,CLASSII",2657,15606,7012.3,5058,56.942757216104155,57.49456915278783,GCA_001910725.1,ASM191072v1,56.5,966363,refseq,hongo,784,641
Tetraodon nigroviridis,10,4,3,2,"L1,LINE,PLE,TC1MARINER","LINE,PLE,TIR","CLASSI,CLASSII",1225,5778,3723.4,3711,51.37221885631605,51.073265921589496,GCA_051020865.1,TetNigT2Thap1,46.0,16043130,refseq,animal,1477,1208
Rhea americana,10,3,3,2,"CR1,TIR,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",141,4506,2234.4,3010,50.18044566057855,53.33969465648855,GCA_003343005.1,rheAme1,41.0,88762,refseq,animal,2461,2013
Megachile rotundata,10,2,2,2,"LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",2030,3726,3101.4,3522,48.417036251930455,52.12677231025855,GCF_050947335.1,iyMegRotu1,34.0,5375825,refseq,animal,1773,1450
Nasalis larvatus,10,4,4,2,"ALU,ERV,L1,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",293,4497,1456.3,823,48.63544021483382,50.911300121506684,GCA_047834645.1,ASM4783464v1,41.0,4333480,refseq,animal,3776,3090
Limnoperna fortunei,10,3,1,1,"HAT,MULE,TC1MARINER",TIR,CLASSII,1351,4796,2044.5,1619,39.485514742267384,40.0437636761488,GCA_944474755.1,xbLimFort5.1,33.5,1498882,refseq,animal,2690,2201
Earliella scabrosa,10,3,2,2,"COPIA,GYPSY,HELITRON","HELITRON,LTR","CLASSI,CLASSII",5000,13253,7088.8,6389,48.81470359859715,53.535353535353536,GCA_022605405.1,Earsca1,57.0,1970191,refseq,hongo,775,634
Acanthopleura granulata,10,3,1,1,"BELPAO,COPIA,GYPSY",LTR,CLASSI,4605,8781,6445.6,7749,43.973367556088405,44.130067567567565,GCA_016165875.1,ASM1616587v1,40.0,1098986,refseq,animal,853,698
Elsinoe ampelina,10,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5321,7921,6624.8,6996,32.192731232759925,32.12257100149477,GCA_005959805.1,ASM595980v1,49.5,2703794,refseq,hongo,830,679
Bipolaris maydis,10,2,1,1,"COPIA,GYPSY",LTR,CLASSI,6088,7519,7094.3,7411,46.07024309884875,50.50600458777493,GCF_028858645.1,CocheC4_6,48.5,1879010,refseq,hongo,775,634
Tyrophagus putrescentiae,10,5,1,1,"BELPAO,COPIA,GYPSY,LARD,LTR",LTR,CLASSI,4329,10002,6279.7,6024,50.68182512205744,52.71503040834057,GCA_024499935.1,ASM2449993v1,45.0,851625,refseq,animal,875,716
Homo sapiens,9,1,1,1,ALU,SINE,CLASSI,299,318,311.1111111111111,311,56.28817755940614,56.59163987138264,GCF_000001405.40,GRCh38.p14,41.0,57879411,refseq,animal,19642,16071
Saccharomyces cerevisiae,9,2,1,1,"COPIA,GYPSY",LTR,CLASSI,114,6536,3371.0,5510,33.35073267603835,33.0622009569378,GCF_000146045.2,R64,38.5,924431,refseq,hongo,1812,1483
Mengenilla moldrzyki,9,1,1,1,TC1MARINER,TIR,CLASSII,1266,1569,1317.111111111111,1281,41.422316555399874,39.968404423380726,GCA_000281935.1,Memo_1.0,28.5,4038,refseq,animal,4639,3796
Ocypus olens,9,1,1,1,KOLOBOK,TIR,CLASSII,4705,9269,6471.0,6712,32.41729393905612,32.34074074074074,GCA_910593695.2,icOcyOlen1.2,32.5,4567902,refseq,animal,944,772
Aphelenchoides fujianensis,9,4,3,2,"BELPAO,GYPSY,RTE,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",1518,10357,5516.333333333333,5103,59.52651578584531,60.872395833333336,GCA_024699865.1,Afujianensis.fasta,58.0,553027,refseq,animal,1107,906
Necator americanus,9,4,4,2,"BELPAO,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",288,9663,2620.4444444444443,1288,50.46574553114531,51.43548945001729,GCF_031761385.1,Nec_am_Ar_1.0,40.0,4928238,refseq,animal,2332,1908
Allomyces macrogynus,9,5,3,2,"COPIA,DIRS,GYPSY,P,PIFHARBINGER","DIRS,LTR,TIR","CLASSI,CLASSII",3715,9220,5703.888888888889,5686,60.0046225914113,58.86574479257833,GCA_000151295.1,A_macrogynus_V3,61.5,35497,refseq,hongo,1071,876
Postia placenta,9,2,1,1,"COPIA,GYPSY",LTR,CLASSI,4950,10615,7205.0,7414,54.65981122467983,54.96969696969697,GCF_002117355.1,PosplRSB12_1,54.0,142602,refseq,hongo,848,693
Lactarius deliciosus,9,3,2,1,"COPIA,GYPSY,PLE","LTR,PLE",CLASSI,3777,7934,6866.0,6928,51.634805702857875,52.539155196962504,GCA_021525775.1,Lacdel1,52.0,318552,refseq,hongo,890,728
Porodaedalea pini,9,4,2,2,"COPIA,GYPSY,TC1MARINER,TIR","LTR,TIR","CLASSI,CLASSII",4237,10762,7429.0,6297,50.60444025014987,50.08734317929172,GCA_002794775.1,PPIT.v3,49.5,569242,refseq,hongo,822,673
Davidsoniella eucalypti,9,3,2,2,"COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1550,6471,5577.888888888889,6308,50.74306421115259,52.60278255432234,GCA_004009845.1,ASM400984v1,46.0,225304,refseq,hongo,1095,896
Blumeriella jaapii,9,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5655,7357,6473.777777777777,6407,34.25800461143954,31.29973474801061,GCA_009599575.1,MSU_Bj_1.1,43.5,1484584,refseq,hongo,943,772
Cercocebus atys,9,3,3,1,"ALU,ERV,L1","LINE,LTR,SINE",CLASSI,293,5988,1406.888888888889,642,52.79522825537054,51.09034267912772,GCF_000955945.1,Caty_1.0,41.0,112942,refseq,animal,4343,3553
Bipolaris sorokiniana,9,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5476,7493,6386.777777777777,6310,49.39515020296832,50.220205525156814,GCF_000338995.1,Cocsa1,50.0,243393,refseq,hongo,956,782
Botrytis cinerea,8,3,2,2,"COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1224,10969,4565.375,6385,44.87801493026876,45.1797385620915,GCF_000143535.2,ASM14353v4,42.0,2617329,refseq,hongo,1505,1232
Ustilaginoidea virens,8,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5642,7622,6772.625,7351,40.762827315132306,41.970932293512945,GCF_000687475.1,ASM68747v2,50.0,6429791,refseq,hongo,1015,830
Monilinia fructigena,8,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5447,7480,6274.375,6420,45.97230868750055,45.64491654021244,GCA_003260565.1,ASM326056v1,42.0,767732,refseq,hongo,1095,896
Rhagonycha fulva,8,1,1,1,KOLOBOK,TIR,CLASSII,3563,6713,5063.75,4751,32.09226489693372,32.1731369924141,GCA_905340355.1,icRhaFulv1.1,30.5,21086067,refseq,animal,1357,1110
Pezicula radicicola,8,3,2,2,"COPIA,LARD,TC1MARINER","LTR,TIR","CLASSI,CLASSII",1244,6985,4192.625,6095,34.99814159391308,33.895394223263075,GCA_003008705.1,ASM300870v1,43.5,377543,refseq,hongo,1639,1341
Verticillium dahliae,8,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5140,9820,7007.625,6971,34.57530861491066,31.572692460055464,GCF_000150675.1,ASM15067v2,56.0,43309,refseq,hongo,981,802
Aspergillus novofumigatus,8,3,2,2,"COPIA,GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",5442,8085,6913.25,7244,35.5321453431682,34.39911797133407,GCF_002847465.1,Aspnov1,49.0,3768347,refseq,hongo,994,813
Rhea pennata,8,2,2,1,"CR1,TRNA","LINE,SINE",CLASSI,229,3206,2363.0,2985,54.35701626494146,53.950413223140494,GCF_028389875.1,bPtePen1.pri,42.5,19335416,refseq,animal,2909,2380
Latimeria menadoensis,8,5,3,1,"CR1,DIRS,L1,LINE,TRNA","DIRS,LINE,SINE",CLASSI,328,3703,2406.375,2981,47.39509614583515,45.621980676328505,N/A,N/A,,,failed,animal,2856,2337
Apophysomyces variabilis,8,3,2,1,"HELITRON,TC1MARINER,TIR","HELITRON,TIR",CLASSII,3996,7866,5649.875,5439,41.46874124283039,41.60233674108074,GCA_002749535.1,ASM274953v1,41.5,147966,refseq,hongo,1216,995
Paxillus involutus,8,3,2,2,"COPIA,GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",446,10136,5008.125,6072,49.663276435644015,49.72002635046113,GCA_000827475.1,Paxillus involutus ATCC 200175 v1.0,50.0,10094,refseq,hongo,1372,1123
Marchantia polymorpha,8,4,2,1,"COPIA,CR1,L1,RTE","LINE,LTR",CLASSI,1932,5339,3959.5,4448,40.13821679975976,40.56987788331072,GCA_037833965.1,MpTak2_v7.1,43.5,30125287,refseq,planta,1736,1420
Hyposmocoma kahamanoa,8,1,1,1,BELPAO,LTR,CLASSI,1548,8399,6171.5,6613,45.41846043333199,43.07915758896151,GCF_003589595.1,ASM358959v1,36.5,58944,refseq,animal,1113,911
Alouatta palliata,8,2,2,1,"ERV,L1","LINE,LTR",CLASSI,472,5888,1461.625,583,47.73332101843693,49.11032028469751,GCA_004027835.1,AloPal_v1_BIUU,41.0,51304,refseq,animal,4703,3848
Bursaphelenchus xylophilus,8,2,1,1,"BELPAO,GYPSY",LTR,CLASSI,3456,11271,6766.125,7483,45.69252151903494,45.6778460085026,GCA_904066235.2,BXYJv5,40.5,5904492,refseq,animal,1016,831
Puccinia novopanici,8,1,1,1,LTR,LTR,CLASSI,129,682,369.625,337,48.34624963989714,50.3875968992248,GCA_004348175.1,PNOVO_Noble_KM,44.0,13091,refseq,hongo,18599,15218
Odobenus rosmarus,8,3,3,2,"L1,TC1MARINER,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",102,604,258.0,211,50.60293914403177,54.71698113207547,GCF_000321225.1,Oros_1.0,41.5,89951,refseq,animal,26647,21802
Chara braunii,8,1,1,1,PLE,PLE,CLASSI,4208,7432,6319.375,6863,51.24275403205035,51.041818446743406,GCA_003427395.1,Cbr_1.0,48.5,11762,refseq,planta,1087,890
Ameiurus melas,8,3,2,1,"DIRS,ERV,GYPSY","DIRS,LTR",CLASSI,4854,14736,7770.5,8833,50.054112012408474,50.33367266146364,GCA_012411365.1,AMELA_1.0,40.0,7408031,refseq,animal,884,723
Curvularia papendorfii,8,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5411,8012,6976.875,7388,42.79315106853858,46.276104232119756,GCA_000817285.1,ASM81728v1,50.5,146099,refseq,hongo,985,806
Metschnikowia fructicola,8,4,3,2,"COPIA,GYPSY,HAT,L1","LINE,LTR,TIR","CLASSI,CLASSII",1253,5829,4072.25,4873,44.574481210765825,44.704215373715904,GCA_009746055.1,ASM974605v1,46.0,2551992,refseq,hongo,1688,1381
Phellinus lamaoensis,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,4028,7004,6064.857142857143,6258,45.1180348165995,44.86610558530987,GCA_002794735.1,PLAO.v2,42.5,1544635,refseq,hongo,1295,1059
Culex pipiens,7,3,3,2,"I,TIR,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",222,4843,2796.285714285714,4307,44.90072010916397,46.21102622341524,GCF_016801865.2,TS_CPP_V2,37.0,794805,refseq,animal,2809,2298
Syngnathus acus,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,4392,7128,5114.285714285715,4636,52.26417774630473,51.306620209059226,GCF_901709675.1,fSynAcu1.2,43.5,11959915,refseq,animal,1536,1256
Patella pellucida,7,1,1,1,KOLOBOK,TIR,CLASSII,461,4597,3037.1428571428573,2897,36.6439516755651,38.109552438209754,GCA_917208275.1,xgPatPell1.1,36.5,3173890,refseq,animal,2587,2116
Ladona fulva,7,2,2,2,"LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",2004,3122,2565.1428571428573,2617,48.69391116233046,49.327354260089685,GCA_000376725.2,Lful_2.0,36.5,67260,refseq,animal,3063,2506
Raffaelea albimanens,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5489,8493,6339.571428571428,5669,33.712733546823166,30.319086306369954,GCA_002778245.1,ASM277824v1,53.5,5266749,refseq,hongo,1239,1014
Cottoperca gobio,7,2,1,1,"ERV,GYPSY",LTR,CLASSI,5027,12697,8034.285714285715,5418,50.56018038569238,52.538120054043624,GCF_900634415.1,fCotGob3.1,41.0,6330900,refseq,animal,977,800
Blattella germanica,7,3,2,2,"CR1,LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1345,3669,3160.1428571428573,3426,37.94957712828761,38.003502626970224,GCA_000762945.2,Bger_2.0,34.5,71964,best_n50,animal,2486,2034
Trichinella nelsoni,7,3,2,2,"BELPAO,GYPSY,TIR","LTR,TIR","CLASSI,CLASSII",1441,5147,3738.714285714286,4474,47.86214423832753,49.76485677640017,GCA_001447455.1,T7_ISS37_r1.0,33.5,141065,refseq,animal,2101,1719
Cercopithecus neglectus,7,2,2,1,"ALU,ERV","LTR,SINE",CLASSI,295,1473,877.4285714285714,611,56.1407821637683,60.67796610169491,GCA_963574685.1,PGDP_CerNeg,41.0,44010,refseq,animal,8954,7326
Trichoplax adhaerens,7,1,1,1,TIR,TIR,CLASSII,130,435,284.42857142857144,279,34.93262442353616,35.38461538461539,GCF_000150275.1,v1.0,32.5,204191,refseq,animal,27624,22601
Secale cereale,7,5,3,2,"COPIA,GYPSY,L1,LTR,MULE","LINE,LTR,TIR","CLASSI,CLASSII",209,8677,2849.4285714285716,787,48.16869261666479,46.3855421686747,GCA_965641915.1,lpSecCere.Lo7.IPK.v3,46.0,127998177,refseq,planta,2757,2256
Gigantopelta aegis,7,1,1,1,KOLOBOK,TIR,CLASSII,4174,4944,4532.142857142857,4535,39.28947269131455,39.25990803590979,GCF_016097555.1,Gae_host_genome,37.0,461769,refseq,animal,1733,1418
Echeneis naucrates,7,3,2,1,"COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,4675,8486,6241.142857142857,5810,50.152813658073704,50.65212236186862,GCF_900963305.1,fEcheNa1.1,41.5,12371513,refseq,animal,1258,1030
Nycticeius humeralis,7,2,2,1,"HAT,HELITRON","HELITRON,TIR",CLASSII,192,1183,391.14285714285717,246,45.274789894513056,42.70833333333333,GCA_007922795.1,NycHum_v1_BIUU,43.5,14267,refseq,animal,20087,16435
Pithecia pithecia,7,3,2,1,"ERV,L1,LTR","LINE,LTR",CLASSI,452,2896,917.5714285714286,582,50.70577609400243,49.122807017543856,GCA_023779675.1,ASM2377967v1,40.5,10867430,refseq,animal,8562,7006
Phyllosticta citriasiana,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5573,8168,7006.285714285715,6705,31.76481174767929,32.08863858961802,GCF_038021145.1,Pcitr2,52.0,2145012,refseq,hongo,1121,917
Calidris pugnax,7,1,1,1,ERV,LTR,CLASSI,543,6790,2310.4285714285716,928,48.0355353119337,46.77480916030534,GCF_001431845.1,ASM143184v1,42.5,109237,refseq,animal,3400,2782
Neostethus bicornis,7,1,1,1,GYPSY,LTR,CLASSI,4883,7285,5759.142857142857,5887,48.43035743166676,49.02970297029703,GCA_902685375.1,fNeoBic2.1,40.5,23089617,refseq,animal,1364,1116
Rhodotorula toruloides,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,4873,8755,6310.571428571428,5365,61.66839122529383,61.247016706443915,GCF_000320785.1,RHOziaDV1.0,62.0,163970,refseq,hongo,1245,1018
Margaritispora aquatica,7,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5526,13266,7560.857142857143,6897,32.87245719114011,30.481727574750835,GCA_007644065.1,ASM764406v1,46.0,1275688,refseq,hongo,1039,850
